passages,query,question,query_type,reasoning,answer_passage,answer,messages
"['Bernhard is a frog.', 'Julius is a lion.', 'Bernhard is yellow.', 'Julius is gray.', 'Brian is a rhino.', 'Lily is a swan.', 'Brian is white.', 'Lily is yellow.', 'Greg is a frog.']","Answer the question based on the context:
Bernhard is a frog.
Julius is a lion.
Bernhard is yellow.
Julius is gray.
Brian is a rhino.
Lily is a swan.
Brian is white.
Lily is yellow.
Greg is a frog.
Question: What color is Greg? Only return the answer.
",What color is Greg?,basic-induction,"The category of the question represents what is being asked in that question. The category of the question asked is: basic-induction.
","['Bernhard is a frog.', 'Bernhard is yellow.', 'Greg is a frog.']",yellow,"[{'content': 'Answer the question based on the context:\nBernhard is a frog.\nJulius is a lion.\nBernhard is yellow.\nJulius is gray.\nBrian is a rhino.\nLily is a swan.\nBrian is white.\nLily is yellow.\nGreg is a frog.\nQuestion: What color is Greg? Only return the answer.\n', 'role': 'user'}, {'content': 'yellow', 'role': 'assistant'}]"
"['Sandra moved to the kitchen.', 'Sandra went back to the office.', 'Sandra moved to the kitchen.', 'John went back to the bathroom.', 'Daniel journeyed to the hallway.', 'John travelled to the hallway.', 'Daniel journeyed to the kitchen.', 'Daniel journeyed to the bathroom.', 'Mary went to the kitchen.', 'John got the football there.', 'John journeyed to the office.', 'Sandra travelled to the bedroom.']","Answer the question based on the context:
Sandra moved to the kitchen.
Sandra went back to the office.
Sandra moved to the kitchen.
John went back to the bathroom.
Daniel journeyed to the hallway.
John travelled to the hallway.
Daniel journeyed to the kitchen.
Daniel journeyed to the bathroom.
Mary went to the kitchen.
John got the football there.
John journeyed to the office.
Sandra travelled to the bedroom.
Question: Where is the football? Only return the answer.
",Where is the football?,two-supporting-facts,"The category of the question represents what is being asked in that question. The category of the question asked is: two-supporting-facts.
","['John got the football there.', 'John journeyed to the office.']",office,"[{'content': 'Answer the question based on the context:\nSandra moved to the kitchen.\nSandra went back to the office.\nSandra moved to the kitchen.\nJohn went back to the bathroom.\nDaniel journeyed to the hallway.\nJohn travelled to the hallway.\nDaniel journeyed to the kitchen.\nDaniel journeyed to the bathroom.\nMary went to the kitchen.\nJohn got the football there.\nJohn journeyed to the office.\nSandra travelled to the bedroom.\nQuestion: Where is the football? Only return the answer.\n', 'role': 'user'}, {'content': 'office', 'role': 'assistant'}]"
"['The bathroom is west of the hallway.', 'The hallway is west of the office.']","Answer the question based on the context:
The bathroom is west of the hallway.
The hallway is west of the office.
Question: What is the hallway east of? Only return the answer.
",What is the hallway east of?,two-arg-relations,"The category of the question represents what is being asked in that question. The category of the question asked is: two-arg-relations.
",['The bathroom is west of the hallway.'],bathroom,"[{'content': 'Answer the question based on the context:\nThe bathroom is west of the hallway.\nThe hallway is west of the office.\nQuestion: What is the hallway east of? Only return the answer.\n', 'role': 'user'}, {'content': 'bathroom', 'role': 'assistant'}]"
"['The bathroom is north of the bedroom.', 'The bathroom is south of the kitchen.']","Answer the question based on the context:
The bathroom is north of the bedroom.
The bathroom is south of the kitchen.
Question: What is south of the kitchen? Only return the answer.
",What is south of the kitchen?,two-arg-relations,"The category of the question represents what is being asked in that question. The category of the question asked is: two-arg-relations.
",['The bathroom is south of the kitchen.'],bathroom,"[{'content': 'Answer the question based on the context:\nThe bathroom is north of the bedroom.\nThe bathroom is south of the kitchen.\nQuestion: What is south of the kitchen? Only return the answer.\n', 'role': 'user'}, {'content': 'bathroom', 'role': 'assistant'}]"
"['The chest is bigger than the chocolate.', 'The chocolate fits inside the container.', 'The chocolate fits inside the box of chocolates.', 'The container is bigger than the chocolate.', 'The container is bigger than the suitcase.', 'The chocolate fits inside the box.', 'The chocolate fits inside the box of chocolates.', 'The chocolate fits inside the box of chocolates.', 'The chocolate fits inside the suitcase.', 'The box of chocolates fits inside the container.']","Answer the question based on the context:
The chest is bigger than the chocolate.
The chocolate fits inside the container.
The chocolate fits inside the box of chocolates.
The container is bigger than the chocolate.
The container is bigger than the suitcase.
The chocolate fits inside the box.
The chocolate fits inside the box of chocolates.
The chocolate fits inside the box of chocolates.
The chocolate fits inside the suitcase.
The box of chocolates fits inside the container.
Question: Does the chocolate fit in the container? Only return the answer.
",Does the chocolate fit in the container?,size-reasoning,"The category of the question represents what is being asked in that question. The category of the question asked is: size-reasoning.
","['The container is bigger than the suitcase.', 'The chocolate fits inside the suitcase.']",yes,"[{'content': 'Answer the question based on the context:\nThe chest is bigger than the chocolate.\nThe chocolate fits inside the container.\nThe chocolate fits inside the box of chocolates.\nThe container is bigger than the chocolate.\nThe container is bigger than the suitcase.\nThe chocolate fits inside the box.\nThe chocolate fits inside the box of chocolates.\nThe chocolate fits inside the box of chocolates.\nThe chocolate fits inside the suitcase.\nThe box of chocolates fits inside the container.\nQuestion: Does the chocolate fit in the container? Only return the answer.\n', 'role': 'user'}, {'content': 'yes', 'role': 'assistant'}]"
"['Bernhard is a frog.', 'Brian is a lion.', 'Brian is green.', 'Greg is a frog.', 'Greg is white.', 'Bernhard is white.', 'Julius is a swan.', 'Julius is yellow.', 'Lily is a swan.']","Answer the question based on the context:
Bernhard is a frog.
Brian is a lion.
Brian is green.
Greg is a frog.
Greg is white.
Bernhard is white.
Julius is a swan.
Julius is yellow.
Lily is a swan.
Question: What color is Lily? Only return the answer.
",What color is Lily?,basic-induction,"The category of the question represents what is being asked in that question. The category of the question asked is: basic-induction.
","['Julius is a swan.', 'Julius is yellow.', 'Lily is a swan.']",yellow,"[{'content': 'Answer the question based on the context:\nBernhard is a frog.\nBrian is a lion.\nBrian is green.\nGreg is a frog.\nGreg is white.\nBernhard is white.\nJulius is a swan.\nJulius is yellow.\nLily is a swan.\nQuestion: What color is Lily? Only return the answer.\n', 'role': 'user'}, {'content': 'yellow', 'role': 'assistant'}]"
"['Sandra went back to the garden.', 'John went to the bathroom.', 'Sandra went back to the bedroom.', 'John journeyed to the garden.', 'Daniel moved to the hallway.', 'Sandra went back to the hallway.', 'John grabbed the football there.', 'John travelled to the office.']","Answer the question based on the context:
Sandra went back to the garden.
John went to the bathroom.
Sandra went back to the bedroom.
John journeyed to the garden.
Daniel moved to the hallway.
Sandra went back to the hallway.
John grabbed the football there.
John travelled to the office.
Question: Where is the football? Only return the answer.
",Where is the football?,two-supporting-facts,"The category of the question represents what is being asked in that question. The category of the question asked is: two-supporting-facts.
","['John grabbed the football there.', 'John travelled to the office.']",office,"[{'content': 'Answer the question based on the context:\nSandra went back to the garden.\nJohn went to the bathroom.\nSandra went back to the bedroom.\nJohn journeyed to the garden.\nDaniel moved to the hallway.\nSandra went back to the hallway.\nJohn grabbed the football there.\nJohn travelled to the office.\nQuestion: Where is the football? Only return the answer.\n', 'role': 'user'}, {'content': 'office', 'role': 'assistant'}]"
"['The garden is east of the kitchen.', 'The office is west of the kitchen.']","Answer the question based on the context:
The garden is east of the kitchen.
The office is west of the kitchen.
Question: What is west of the kitchen? Only return the answer.
",What is west of the kitchen?,two-arg-relations,"The category of the question represents what is being asked in that question. The category of the question asked is: two-arg-relations.
",['The office is west of the kitchen.'],office,"[{'content': 'Answer the question based on the context:\nThe garden is east of the kitchen.\nThe office is west of the kitchen.\nQuestion: What is west of the kitchen? Only return the answer.\n', 'role': 'user'}, {'content': 'office', 'role': 'assistant'}]"
"['Lily is a lion.', 'Greg is a rhino.', 'Greg is green.', 'Bernhard is a rhino.', 'Lily is gray.', 'Brian is a frog.', 'Bernhard is yellow.', 'Brian is white.', 'Julius is a frog.']","Answer the question based on the context:
Lily is a lion.
Greg is a rhino.
Greg is green.
Bernhard is a rhino.
Lily is gray.
Brian is a frog.
Bernhard is yellow.
Brian is white.
Julius is a frog.
Question: What color is Julius? Only return the answer.
",What color is Julius?,basic-induction,"The category of the question represents what is being asked in that question. The category of the question asked is: basic-induction.
","['Brian is a frog.', 'Brian is white.', 'Julius is a frog.']",white,"[{'content': 'Answer the question based on the context:\nLily is a lion.\nGreg is a rhino.\nGreg is green.\nBernhard is a rhino.\nLily is gray.\nBrian is a frog.\nBernhard is yellow.\nBrian is white.\nJulius is a frog.\nQuestion: What color is Julius? Only return the answer.\n', 'role': 'user'}, {'content': 'white', 'role': 'assistant'}]"
"['Brian is a frog.', 'Lily is a rhino.', 'Julius is a rhino.', 'Greg is a lion.', 'Brian is gray.', 'Greg is green.', 'Lily is white.', 'Bernhard is a lion.', 'Bernhard is white.']","Answer the question based on the context:
Brian is a frog.
Lily is a rhino.
Julius is a rhino.
Greg is a lion.
Brian is gray.
Greg is green.
Lily is white.
Bernhard is a lion.
Bernhard is white.
Question: What color is Julius? Only return the answer.
",What color is Julius?,basic-induction,"The category of the question represents what is being asked in that question. The category of the question asked is: basic-induction.
","['Lily is a rhino.', 'Julius is a rhino.', 'Lily is white.']",white,"[{'content': 'Answer the question based on the context:\nBrian is a frog.\nLily is a rhino.\nJulius is a rhino.\nGreg is a lion.\nBrian is gray.\nGreg is green.\nLily is white.\nBernhard is a lion.\nBernhard is white.\nQuestion: What color is Julius? Only return the answer.\n', 'role': 'user'}, {'content': 'white', 'role': 'assistant'}]"
"['Greg is a rhino.', 'Julius is a rhino.', 'Greg is green.', 'Bernhard is a swan.', 'Brian is a lion.', 'Julius is green.', 'Bernhard is yellow.', 'Lily is a lion.', 'Brian is gray.']","Answer the question based on the context:
Greg is a rhino.
Julius is a rhino.
Greg is green.
Bernhard is a swan.
Brian is a lion.
Julius is green.
Bernhard is yellow.
Lily is a lion.
Brian is gray.
Question: What color is Lily? Only return the answer.
",What color is Lily?,basic-induction,"The category of the question represents what is being asked in that question. The category of the question asked is: basic-induction.
","['Brian is a lion.', 'Lily is a lion.', 'Brian is gray.']",gray,"[{'content': 'Answer the question based on the context:\nGreg is a rhino.\nJulius is a rhino.\nGreg is green.\nBernhard is a swan.\nBrian is a lion.\nJulius is green.\nBernhard is yellow.\nLily is a lion.\nBrian is gray.\nQuestion: What color is Lily? Only return the answer.\n', 'role': 'user'}, {'content': 'gray', 'role': 'assistant'}]"
"['Fred journeyed to the bedroom this morning.', 'Fred went back to the school this afternoon.', 'Fred travelled to the cinema yesterday.', 'Mary journeyed to the park yesterday.']","Answer the question based on the context:
Fred journeyed to the bedroom this morning.
Fred went back to the school this afternoon.
Fred travelled to the cinema yesterday.
Mary journeyed to the park yesterday.
Question: Where was Fred before the school? Only return the answer.
",Where was Fred before the school?,time-reasoning,"The category of the question represents what is being asked in that question. The category of the question asked is: time-reasoning.
","['Fred journeyed to the bedroom this morning.', 'Fred went back to the school this afternoon.']",bedroom,"[{'content': 'Answer the question based on the context:\nFred journeyed to the bedroom this morning.\nFred went back to the school this afternoon.\nFred travelled to the cinema yesterday.\nMary journeyed to the park yesterday.\nQuestion: Where was Fred before the school? Only return the answer.\n', 'role': 'user'}, {'content': 'bedroom', 'role': 'assistant'}]"
"['The box fits inside the chest.', 'The chocolate fits inside the suitcase.', 'The box fits inside the container.', 'The suitcase fits inside the container.', 'The chocolate fits inside the chest.']","Answer the question based on the context:
The box fits inside the chest.
The chocolate fits inside the suitcase.
The box fits inside the container.
The suitcase fits inside the container.
The chocolate fits inside the chest.
Question: Does the container fit in the chocolate? Only return the answer.
",Does the container fit in the chocolate?,size-reasoning,"The category of the question represents what is being asked in that question. The category of the question asked is: size-reasoning.
","['The chocolate fits inside the suitcase.', 'The suitcase fits inside the container.']",no,"[{'content': 'Answer the question based on the context:\nThe box fits inside the chest.\nThe chocolate fits inside the suitcase.\nThe box fits inside the container.\nThe suitcase fits inside the container.\nThe chocolate fits inside the chest.\nQuestion: Does the container fit in the chocolate? Only return the answer.\n', 'role': 'user'}, {'content': 'no', 'role': 'assistant'}]"
"['The office is west of the hallway.', 'The kitchen is east of the hallway.']","Answer the question based on the context:
The office is west of the hallway.
The kitchen is east of the hallway.
Question: What is the hallway west of? Only return the answer.
",What is the hallway west of?,two-arg-relations,"The category of the question represents what is being asked in that question. The category of the question asked is: two-arg-relations.
",['The kitchen is east of the hallway.'],kitchen,"[{'content': 'Answer the question based on the context:\nThe office is west of the hallway.\nThe kitchen is east of the hallway.\nQuestion: What is the hallway west of? Only return the answer.\n', 'role': 'user'}, {'content': 'kitchen', 'role': 'assistant'}]"
"['Bernhard is a lion.', 'Lily is a frog.', 'Julius is a frog.', 'Julius is gray.', 'Bernhard is gray.', 'Brian is a lion.', 'Greg is a lion.', 'Brian is gray.', 'Greg is gray.']","Answer the question based on the context:
Bernhard is a lion.
Lily is a frog.
Julius is a frog.
Julius is gray.
Bernhard is gray.
Brian is a lion.
Greg is a lion.
Brian is gray.
Greg is gray.
Question: What color is Lily? Only return the answer.
",What color is Lily?,basic-induction,"The category of the question represents what is being asked in that question. The category of the question asked is: basic-induction.
","['Lily is a frog.', 'Julius is a frog.', 'Julius is gray.']",gray,"[{'content': 'Answer the question based on the context:\nBernhard is a lion.\nLily is a frog.\nJulius is a frog.\nJulius is gray.\nBernhard is gray.\nBrian is a lion.\nGreg is a lion.\nBrian is gray.\nGreg is gray.\nQuestion: What color is Lily? Only return the answer.\n', 'role': 'user'}, {'content': 'gray', 'role': 'assistant'}]"
"['Sandra moved to the kitchen.', 'Sandra went to the bathroom.', 'Sandra went to the garden.', 'Sandra went to the bedroom.', 'Mary travelled to the bedroom.', 'Daniel journeyed to the bedroom.', 'Daniel moved to the kitchen.', 'Daniel moved to the bathroom.', 'John journeyed to the kitchen.', 'Sandra journeyed to the hallway.', 'Sandra picked up the football there.', 'John went back to the office.']","Answer the question based on the context:
Sandra moved to the kitchen.
Sandra went to the bathroom.
Sandra went to the garden.
Sandra went to the bedroom.
Mary travelled to the bedroom.
Daniel journeyed to the bedroom.
Daniel moved to the kitchen.
Daniel moved to the bathroom.
John journeyed to the kitchen.
Sandra journeyed to the hallway.
Sandra picked up the football there.
John went back to the office.
Question: How many objects is Sandra carrying? Only return the answer.
",How many objects is Sandra carrying?,counting,"The category of the question represents what is being asked in that question. The category of the question asked is: counting.
",['Sandra picked up the football there.'],one,"[{'content': 'Answer the question based on the context:\nSandra moved to the kitchen.\nSandra went to the bathroom.\nSandra went to the garden.\nSandra went to the bedroom.\nMary travelled to the bedroom.\nDaniel journeyed to the bedroom.\nDaniel moved to the kitchen.\nDaniel moved to the bathroom.\nJohn journeyed to the kitchen.\nSandra journeyed to the hallway.\nSandra picked up the football there.\nJohn went back to the office.\nQuestion: How many objects is Sandra carrying? Only return the answer.\n', 'role': 'user'}, {'content': 'one', 'role': 'assistant'}]"
"['John journeyed to the office.', 'Mary journeyed to the bathroom.', 'John went to the garden.', 'Daniel travelled to the garden.', 'Mary moved to the kitchen.', 'Daniel went to the office.', 'Sandra journeyed to the hallway.', 'Mary moved to the office.', 'Daniel journeyed to the hallway.', 'Daniel travelled to the office.', 'Sandra went back to the kitchen.', 'Mary went to the kitchen.', 'John went back to the bedroom.', 'Mary went to the office.', 'Mary went back to the bathroom.', 'John picked up the football there.']","Answer the question based on the context:
John journeyed to the office.
Mary journeyed to the bathroom.
John went to the garden.
Daniel travelled to the garden.
Mary moved to the kitchen.
Daniel went to the office.
Sandra journeyed to the hallway.
Mary moved to the office.
Daniel journeyed to the hallway.
Daniel travelled to the office.
Sandra went back to the kitchen.
Mary went to the kitchen.
John went back to the bedroom.
Mary went to the office.
Mary went back to the bathroom.
John picked up the football there.
Question: How many objects is John carrying? Only return the answer.
",How many objects is John carrying?,counting,"The category of the question represents what is being asked in that question. The category of the question asked is: counting.
",['John picked up the football there.'],one,"[{'content': 'Answer the question based on the context:\nJohn journeyed to the office.\nMary journeyed to the bathroom.\nJohn went to the garden.\nDaniel travelled to the garden.\nMary moved to the kitchen.\nDaniel went to the office.\nSandra journeyed to the hallway.\nMary moved to the office.\nDaniel journeyed to the hallway.\nDaniel travelled to the office.\nSandra went back to the kitchen.\nMary went to the kitchen.\nJohn went back to the bedroom.\nMary went to the office.\nMary went back to the bathroom.\nJohn picked up the football there.\nQuestion: How many objects is John carrying? Only return the answer.\n', 'role': 'user'}, {'content': 'one', 'role': 'assistant'}]"
"['Mary journeyed to the kitchen.', 'Sandra went back to the bathroom.', 'Daniel took the apple there.', 'Mary moved to the hallway.', 'Sandra went back to the kitchen.', 'John travelled to the hallway.', 'Sandra travelled to the hallway.', 'Mary grabbed the milk there.', 'Daniel travelled to the hallway.', 'Sandra went back to the bedroom.', 'Daniel put down the apple.', 'John took the apple there.', 'Sandra went to the bathroom.', 'Mary travelled to the garden.', 'Mary discarded the milk.', 'Mary got the milk there.', 'Sandra journeyed to the office.', 'Mary discarded the milk.']","Answer the question based on the context:
Mary journeyed to the kitchen.
Sandra went back to the bathroom.
Daniel took the apple there.
Mary moved to the hallway.
Sandra went back to the kitchen.
John travelled to the hallway.
Sandra travelled to the hallway.
Mary grabbed the milk there.
Daniel travelled to the hallway.
Sandra went back to the bedroom.
Daniel put down the apple.
John took the apple there.
Sandra went to the bathroom.
Mary travelled to the garden.
Mary discarded the milk.
Mary got the milk there.
Sandra journeyed to the office.
Mary discarded the milk.
Question: Where is the milk? Only return the answer.
",Where is the milk?,two-supporting-facts,"The category of the question represents what is being asked in that question. The category of the question asked is: two-supporting-facts.
","['Mary travelled to the garden.', 'Mary discarded the milk.']",garden,"[{'content': 'Answer the question based on the context:\nMary journeyed to the kitchen.\nSandra went back to the bathroom.\nDaniel took the apple there.\nMary moved to the hallway.\nSandra went back to the kitchen.\nJohn travelled to the hallway.\nSandra travelled to the hallway.\nMary grabbed the milk there.\nDaniel travelled to the hallway.\nSandra went back to the bedroom.\nDaniel put down the apple.\nJohn took the apple there.\nSandra went to the bathroom.\nMary travelled to the garden.\nMary discarded the milk.\nMary got the milk there.\nSandra journeyed to the office.\nMary discarded the milk.\nQuestion: Where is the milk? Only return the answer.\n', 'role': 'user'}, {'content': 'garden', 'role': 'assistant'}]"
"['Mary travelled to the hallway.', 'Mary moved to the garden.']","Answer the question based on the context:
Mary travelled to the hallway.
Mary moved to the garden.
Question: Where is Mary? Only return the answer.
",Where is Mary?,single-supporting-fact,"The category of the question represents what is being asked in that question. The category of the question asked is: single-supporting-fact.
",['Mary moved to the garden.'],garden,"[{'content': 'Answer the question based on the context:\nMary travelled to the hallway.\nMary moved to the garden.\nQuestion: Where is Mary? Only return the answer.\n', 'role': 'user'}, {'content': 'garden', 'role': 'assistant'}]"
"['Cats are afraid of wolves.', 'Sheep are afraid of wolves.', 'Mice are afraid of cats.', 'Emily is a sheep.', 'Winona is a cat.', 'Gertrude is a mouse.', 'Wolves are afraid of mice.', 'Jessica is a cat.']","Answer the question based on the context:
Cats are afraid of wolves.
Sheep are afraid of wolves.
Mice are afraid of cats.
Emily is a sheep.
Winona is a cat.
Gertrude is a mouse.
Wolves are afraid of mice.
Jessica is a cat.
Question: What is jessica afraid of? Only return the answer.
",What is jessica afraid of?,basic-deduction,"The category of the question represents what is being asked in that question. The category of the question asked is: basic-deduction.
","['Cats are afraid of wolves.', 'Jessica is a cat.']",wolf,"[{'content': 'Answer the question based on the context:\nCats are afraid of wolves.\nSheep are afraid of wolves.\nMice are afraid of cats.\nEmily is a sheep.\nWinona is a cat.\nGertrude is a mouse.\nWolves are afraid of mice.\nJessica is a cat.\nQuestion: What is jessica afraid of? Only return the answer.\n', 'role': 'user'}, {'content': 'wolf', 'role': 'assistant'}]"
"['The bathroom is west of the garden.', 'The bedroom is west of the bathroom.']","Answer the question based on the context:
The bathroom is west of the garden.
The bedroom is west of the bathroom.
Question: What is the garden east of? Only return the answer.
",What is the garden east of?,two-arg-relations,"The category of the question represents what is being asked in that question. The category of the question asked is: two-arg-relations.
",['The bathroom is west of the garden.'],bathroom,"[{'content': 'Answer the question based on the context:\nThe bathroom is west of the garden.\nThe bedroom is west of the bathroom.\nQuestion: What is the garden east of? Only return the answer.\n', 'role': 'user'}, {'content': 'bathroom', 'role': 'assistant'}]"
"['Daniel travelled to the bathroom.', 'Daniel went back to the hallway.', 'Mary went to the office.', 'Sandra went to the bathroom.', 'Sandra got the football there.', 'Sandra dropped the football there.']","Answer the question based on the context:
Daniel travelled to the bathroom.
Daniel went back to the hallway.
Mary went to the office.
Sandra went to the bathroom.
Sandra got the football there.
Sandra dropped the football there.
Question: How many objects is Sandra carrying? Only return the answer.
",How many objects is Sandra carrying?,counting,"The category of the question represents what is being asked in that question. The category of the question asked is: counting.
","['Sandra got the football there.', 'Sandra dropped the football there.']",none,"[{'content': 'Answer the question based on the context:\nDaniel travelled to the bathroom.\nDaniel went back to the hallway.\nMary went to the office.\nSandra went to the bathroom.\nSandra got the football there.\nSandra dropped the football there.\nQuestion: How many objects is Sandra carrying? Only return the answer.\n', 'role': 'user'}, {'content': 'none', 'role': 'assistant'}]"
"['The chocolate fits inside the box.', 'The container is bigger than the chocolate.', 'The box is bigger than the box of chocolates.', 'The chest is bigger than the box.', 'The suitcase is bigger than the container.']","Answer the question based on the context:
The chocolate fits inside the box.
The container is bigger than the chocolate.
The box is bigger than the box of chocolates.
The chest is bigger than the box.
The suitcase is bigger than the container.
Question: Is the chest bigger than the chocolate? Only return the answer.
",Is the chest bigger than the chocolate?,size-reasoning,"The category of the question represents what is being asked in that question. The category of the question asked is: size-reasoning.
","['The chocolate fits inside the box.', 'The chest is bigger than the box.']",yes,"[{'content': 'Answer the question based on the context:\nThe chocolate fits inside the box.\nThe container is bigger than the chocolate.\nThe box is bigger than the box of chocolates.\nThe chest is bigger than the box.\nThe suitcase is bigger than the container.\nQuestion: Is the chest bigger than the chocolate? Only return the answer.\n', 'role': 'user'}, {'content': 'yes', 'role': 'assistant'}]"
"['Julius is a lion.', 'Greg is a frog.', 'Lily is a lion.', 'Lily is gray.', 'Brian is a frog.', 'Greg is white.', 'Julius is gray.', 'Bernhard is a rhino.', 'Bernhard is gray.']","Answer the question based on the context:
Julius is a lion.
Greg is a frog.
Lily is a lion.
Lily is gray.
Brian is a frog.
Greg is white.
Julius is gray.
Bernhard is a rhino.
Bernhard is gray.
Question: What color is Brian? Only return the answer.
",What color is Brian?,basic-induction,"The category of the question represents what is being asked in that question. The category of the question asked is: basic-induction.
","['Greg is a frog.', 'Brian is a frog.', 'Greg is white.']",white,"[{'content': 'Answer the question based on the context:\nJulius is a lion.\nGreg is a frog.\nLily is a lion.\nLily is gray.\nBrian is a frog.\nGreg is white.\nJulius is gray.\nBernhard is a rhino.\nBernhard is gray.\nQuestion: What color is Brian? Only return the answer.\n', 'role': 'user'}, {'content': 'white', 'role': 'assistant'}]"
"['The suitcase is bigger than the container.', 'The container fits inside the box.', 'The chest is bigger than the chocolate.', 'The suitcase fits inside the box.', 'The chest fits inside the box.']","Answer the question based on the context:
The suitcase is bigger than the container.
The container fits inside the box.
The chest is bigger than the chocolate.
The suitcase fits inside the box.
The chest fits inside the box.
Question: Does the chocolate fit in the box? Only return the answer.
",Does the chocolate fit in the box?,size-reasoning,"The category of the question represents what is being asked in that question. The category of the question asked is: size-reasoning.
","['The chest is bigger than the chocolate.', 'The chest fits inside the box.']",yes,"[{'content': 'Answer the question based on the context:\nThe suitcase is bigger than the container.\nThe container fits inside the box.\nThe chest is bigger than the chocolate.\nThe suitcase fits inside the box.\nThe chest fits inside the box.\nQuestion: Does the chocolate fit in the box? Only return the answer.\n', 'role': 'user'}, {'content': 'yes', 'role': 'assistant'}]"
"['Greg is a frog.', 'Greg is gray.', 'Brian is a swan.', 'Lily is a swan.', 'Julius is a lion.', 'Lily is gray.', 'Bernhard is a lion.', 'Brian is gray.', 'Bernhard is white.']","Answer the question based on the context:
Greg is a frog.
Greg is gray.
Brian is a swan.
Lily is a swan.
Julius is a lion.
Lily is gray.
Bernhard is a lion.
Brian is gray.
Bernhard is white.
Question: What color is Julius? Only return the answer.
",What color is Julius?,basic-induction,"The category of the question represents what is being asked in that question. The category of the question asked is: basic-induction.
","['Julius is a lion.', 'Bernhard is a lion.', 'Bernhard is white.']",white,"[{'content': 'Answer the question based on the context:\nGreg is a frog.\nGreg is gray.\nBrian is a swan.\nLily is a swan.\nJulius is a lion.\nLily is gray.\nBernhard is a lion.\nBrian is gray.\nBernhard is white.\nQuestion: What color is Julius? Only return the answer.\n', 'role': 'user'}, {'content': 'white', 'role': 'assistant'}]"
"['Sandra and Daniel journeyed to the bedroom.', 'Mary and John moved to the bathroom.']","Answer the question based on the context:
Sandra and Daniel journeyed to the bedroom.
Mary and John moved to the bathroom.
Question: Where is John? Only return the answer.
",Where is John?,conjunction,"The category of the question represents what is being asked in that question. The category of the question asked is: conjunction.
",['Mary and John moved to the bathroom.'],bathroom,"[{'content': 'Answer the question based on the context:\nSandra and Daniel journeyed to the bedroom.\nMary and John moved to the bathroom.\nQuestion: Where is John? Only return the answer.\n', 'role': 'user'}, {'content': 'bathroom', 'role': 'assistant'}]"
"['The office is north of the garden.', 'The garden is north of the kitchen.']","Answer the question based on the context:
The office is north of the garden.
The garden is north of the kitchen.
Question: What is the kitchen south of? Only return the answer.
",What is the kitchen south of?,two-arg-relations,"The category of the question represents what is being asked in that question. The category of the question asked is: two-arg-relations.
",['The garden is north of the kitchen.'],garden,"[{'content': 'Answer the question based on the context:\nThe office is north of the garden.\nThe garden is north of the kitchen.\nQuestion: What is the kitchen south of? Only return the answer.\n', 'role': 'user'}, {'content': 'garden', 'role': 'assistant'}]"
"['Mary journeyed to the bathroom.', 'Daniel went back to the kitchen.', 'John moved to the bathroom.', 'Sandra travelled to the office.', 'Daniel took the football there.', 'Mary journeyed to the garden.']","Answer the question based on the context:
Mary journeyed to the bathroom.
Daniel went back to the kitchen.
John moved to the bathroom.
Sandra travelled to the office.
Daniel took the football there.
Mary journeyed to the garden.
Question: What is Daniel carrying? Only return the answer.
",What is Daniel carrying?,lists-sets,"The category of the question represents what is being asked in that question. The category of the question asked is: lists-sets.
",['Daniel took the football there.'],football,"[{'content': 'Answer the question based on the context:\nMary journeyed to the bathroom.\nDaniel went back to the kitchen.\nJohn moved to the bathroom.\nSandra travelled to the office.\nDaniel took the football there.\nMary journeyed to the garden.\nQuestion: What is Daniel carrying? Only return the answer.\n', 'role': 'user'}, {'content': 'football', 'role': 'assistant'}]"
"['The bedroom is west of the garden.', 'The bathroom is east of the garden.']","Answer the question based on the context:
The bedroom is west of the garden.
The bathroom is east of the garden.
Question: What is the garden east of? Only return the answer.
",What is the garden east of?,two-arg-relations,"The category of the question represents what is being asked in that question. The category of the question asked is: two-arg-relations.
",['The bedroom is west of the garden.'],bedroom,"[{'content': 'Answer the question based on the context:\nThe bedroom is west of the garden.\nThe bathroom is east of the garden.\nQuestion: What is the garden east of? Only return the answer.\n', 'role': 'user'}, {'content': 'bedroom', 'role': 'assistant'}]"
"['The pink rectangle is to the right of the yellow square.', 'The yellow square is above the blue square.']","Answer the question based on the context:
The pink rectangle is to the right of the yellow square.
The yellow square is above the blue square.
Question: Is the blue square to the left of the pink rectangle? Only return the answer.
",Is the blue square to the left of the pink rectangle?,positional-reasoning,"The category of the question represents what is being asked in that question. The category of the question asked is: positional-reasoning.
","['The pink rectangle is to the right of the yellow square.', 'The yellow square is above the blue square.']",yes,"[{'content': 'Answer the question based on the context:\nThe pink rectangle is to the right of the yellow square.\nThe yellow square is above the blue square.\nQuestion: Is the blue square to the left of the pink rectangle? Only return the answer.\n', 'role': 'user'}, {'content': 'yes', 'role': 'assistant'}]"
