passages,query,question,query_type,reasoning,answer_passage,answer
"['The chocolate fits inside the box.', 'The chocolate fits inside the box.', 'The container fits inside the suitcase.', 'The chocolate fits inside the suitcase.', 'The chocolate fits inside the container.']","Answer the question based on the context:
The chocolate fits inside the box.
The chocolate fits inside the box.
The container fits inside the suitcase.
The chocolate fits inside the suitcase.
The chocolate fits inside the container.
Question: Does the suitcase fit in the chocolate? Only return the answer.
",Does the suitcase fit in the chocolate?,size-reasoning,"The category of the question represents what is being asked in that question. The category of the question asked is: size-reasoning.
","['The container fits inside the suitcase.', 'The chocolate fits inside the container.']",no
"['The box fits inside the chest.', 'The suitcase is bigger than the container.', 'The chocolate fits inside the box.', 'The chest is bigger than the container.', 'The suitcase is bigger than the chest.']","Answer the question based on the context:
The box fits inside the chest.
The suitcase is bigger than the container.
The chocolate fits inside the box.
The chest is bigger than the container.
The suitcase is bigger than the chest.
Question: Does the box fit in the suitcase? Only return the answer.
",Does the box fit in the suitcase?,size-reasoning,"The category of the question represents what is being asked in that question. The category of the question asked is: size-reasoning.
","['The box fits inside the chest.', 'The suitcase is bigger than the chest.']",yes
"['The garden is south of the bedroom.', 'The kitchen is north of the bedroom.']","Answer the question based on the context:
The garden is south of the bedroom.
The kitchen is north of the bedroom.
Question: What is the bedroom south of? Only return the answer.
",What is the bedroom south of?,two-arg-relations,"The category of the question represents what is being asked in that question. The category of the question asked is: two-arg-relations.
",['The kitchen is north of the bedroom.'],kitchen
"['Mary moved to the bathroom.', 'Daniel travelled to the garden.', 'Sandra moved to the bedroom.', 'Daniel picked up the football there.']","Answer the question based on the context:
Mary moved to the bathroom.
Daniel travelled to the garden.
Sandra moved to the bedroom.
Daniel picked up the football there.
Question: How many objects is Daniel carrying? Only return the answer.
",How many objects is Daniel carrying?,counting,"The category of the question represents what is being asked in that question. The category of the question asked is: counting.
",['Daniel picked up the football there.'],one
"['This morning Fred moved to the school.', 'Yesterday Fred journeyed to the cinema.', 'Yesterday Bill went to the bedroom.', 'Yesterday Mary travelled to the office.']","Answer the question based on the context:
This morning Fred moved to the school.
Yesterday Fred journeyed to the cinema.
Yesterday Bill went to the bedroom.
Yesterday Mary travelled to the office.
Question: Where was Fred before the school? Only return the answer.
",Where was Fred before the school?,time-reasoning,"The category of the question represents what is being asked in that question. The category of the question asked is: time-reasoning.
","['This morning Fred moved to the school.', 'Yesterday Fred journeyed to the cinema.']",cinema
"['Bernhard is a frog.', 'Julius is a frog.', 'Bernhard is white.', 'Brian is a swan.', 'Julius is white.', 'Brian is white.', 'Lily is a lion.', 'Lily is yellow.', 'Greg is a lion.']","Answer the question based on the context:
Bernhard is a frog.
Julius is a frog.
Bernhard is white.
Brian is a swan.
Julius is white.
Brian is white.
Lily is a lion.
Lily is yellow.
Greg is a lion.
Question: What color is Greg? Only return the answer.
",What color is Greg?,basic-induction,"The category of the question represents what is being asked in that question. The category of the question asked is: basic-induction.
","['Lily is a lion.', 'Lily is yellow.', 'Greg is a lion.']",yellow
"['John journeyed to the office.', 'Daniel took the milk there.']","Answer the question based on the context:
John journeyed to the office.
Daniel took the milk there.
Question: How many objects is Daniel carrying? Only return the answer.
",How many objects is Daniel carrying?,counting,"The category of the question represents what is being asked in that question. The category of the question asked is: counting.
",['Daniel took the milk there.'],one
"['Brian is a rhino.', 'Lily is a rhino.', 'Bernhard is a rhino.', 'Lily is white.', 'Bernhard is white.', 'Greg is a rhino.', 'Julius is a swan.', 'Brian is white.', 'Julius is green.']","Answer the question based on the context:
Brian is a rhino.
Lily is a rhino.
Bernhard is a rhino.
Lily is white.
Bernhard is white.
Greg is a rhino.
Julius is a swan.
Brian is white.
Julius is green.
Question: What color is Greg? Only return the answer.
",What color is Greg?,basic-induction,"The category of the question represents what is being asked in that question. The category of the question asked is: basic-induction.
","['Bernhard is a rhino.', 'Bernhard is white.', 'Greg is a rhino.']",white
"['Bernhard is a swan.', 'Julius is a rhino.', 'Brian is a lion.', 'Bernhard is yellow.', 'Greg is a lion.', 'Lily is a rhino.', 'Greg is yellow.', 'Brian is yellow.', 'Julius is gray.']","Answer the question based on the context:
Bernhard is a swan.
Julius is a rhino.
Brian is a lion.
Bernhard is yellow.
Greg is a lion.
Lily is a rhino.
Greg is yellow.
Brian is yellow.
Julius is gray.
Question: What color is Lily? Only return the answer.
",What color is Lily?,basic-induction,"The category of the question represents what is being asked in that question. The category of the question asked is: basic-induction.
","['Julius is a rhino.', 'Lily is a rhino.', 'Julius is gray.']",gray
"['Daniel and Sandra went back to the office.', 'Mary and Sandra travelled to the hallway.']","Answer the question based on the context:
Daniel and Sandra went back to the office.
Mary and Sandra travelled to the hallway.
Question: Where is Daniel? Only return the answer.
",Where is Daniel?,conjunction,"The category of the question represents what is being asked in that question. The category of the question asked is: conjunction.
",['Daniel and Sandra went back to the office.'],office
"['John went to the bedroom.', 'Daniel went to the bedroom.']","Answer the question based on the context:
John went to the bedroom.
Daniel went to the bedroom.
Question: Where is Daniel? Only return the answer.
",Where is Daniel?,single-supporting-fact,"The category of the question represents what is being asked in that question. The category of the question asked is: single-supporting-fact.
",['Daniel went to the bedroom.'],bedroom
"['Brian is a swan.', 'Julius is a rhino.', 'Brian is yellow.', 'Lily is a frog.', 'Greg is a rhino.', 'Julius is yellow.', 'Bernhard is a frog.', 'Greg is yellow.', 'Bernhard is white.']","Answer the question based on the context:
Brian is a swan.
Julius is a rhino.
Brian is yellow.
Lily is a frog.
Greg is a rhino.
Julius is yellow.
Bernhard is a frog.
Greg is yellow.
Bernhard is white.
Question: What color is Lily? Only return the answer.
",What color is Lily?,basic-induction,"The category of the question represents what is being asked in that question. The category of the question asked is: basic-induction.
","['Lily is a frog.', 'Bernhard is a frog.', 'Bernhard is white.']",white
"['This morning Julie moved to the bedroom.', 'Yesterday Bill moved to the kitchen.', 'Yesterday Julie went to the park.', 'Yesterday Mary moved to the park.']","Answer the question based on the context:
This morning Julie moved to the bedroom.
Yesterday Bill moved to the kitchen.
Yesterday Julie went to the park.
Yesterday Mary moved to the park.
Question: Where was Julie before the bedroom? Only return the answer.
",Where was Julie before the bedroom?,time-reasoning,"The category of the question represents what is being asked in that question. The category of the question asked is: time-reasoning.
","['This morning Julie moved to the bedroom.', 'Yesterday Julie went to the park.']",park
"['Lily is a rhino.', 'Julius is a swan.', 'Bernhard is a lion.', 'Greg is a swan.', 'Brian is a rhino.', 'Greg is green.', 'Brian is green.', 'Bernhard is yellow.', 'Julius is green.']","Answer the question based on the context:
Lily is a rhino.
Julius is a swan.
Bernhard is a lion.
Greg is a swan.
Brian is a rhino.
Greg is green.
Brian is green.
Bernhard is yellow.
Julius is green.
Question: What color is Lily? Only return the answer.
",What color is Lily?,basic-induction,"The category of the question represents what is being asked in that question. The category of the question asked is: basic-induction.
","['Lily is a rhino.', 'Brian is a rhino.', 'Brian is green.']",green
"['Bernhard is a lion.', 'Lily is a rhino.', 'Brian is a swan.', 'Greg is a lion.', 'Greg is yellow.', 'Lily is gray.', 'Bernhard is yellow.', 'Brian is green.', 'Julius is a swan.']","Answer the question based on the context:
Bernhard is a lion.
Lily is a rhino.
Brian is a swan.
Greg is a lion.
Greg is yellow.
Lily is gray.
Bernhard is yellow.
Brian is green.
Julius is a swan.
Question: What color is Julius? Only return the answer.
",What color is Julius?,basic-induction,"The category of the question represents what is being asked in that question. The category of the question asked is: basic-induction.
","['Brian is a swan.', 'Brian is green.', 'Julius is a swan.']",green
"['Mary picked up the apple there.', 'John took the milk there.', 'John dropped the milk.', 'Daniel picked up the milk there.', 'Sandra went back to the bathroom.', 'Mary travelled to the hallway.', 'Daniel left the milk.', 'Daniel grabbed the milk there.', 'John journeyed to the hallway.', 'Sandra went to the hallway.', 'Daniel left the milk.', 'Daniel journeyed to the bedroom.', 'Mary went back to the garden.', 'Mary left the apple.']","Answer the question based on the context:
Mary picked up the apple there.
John took the milk there.
John dropped the milk.
Daniel picked up the milk there.
Sandra went back to the bathroom.
Mary travelled to the hallway.
Daniel left the milk.
Daniel grabbed the milk there.
John journeyed to the hallway.
Sandra went to the hallway.
Daniel left the milk.
Daniel journeyed to the bedroom.
Mary went back to the garden.
Mary left the apple.
Question: Where is the apple? Only return the answer.
",Where is the apple?,two-supporting-facts,"The category of the question represents what is being asked in that question. The category of the question asked is: two-supporting-facts.
","['Mary went back to the garden.', 'Mary left the apple.']",garden
"['Bernhard is a frog.', 'Brian is a lion.', 'Julius is a lion.', 'Bernhard is gray.', 'Lily is a frog.', 'Greg is a lion.', 'Greg is gray.', 'Brian is gray.', 'Julius is gray.']","Answer the question based on the context:
Bernhard is a frog.
Brian is a lion.
Julius is a lion.
Bernhard is gray.
Lily is a frog.
Greg is a lion.
Greg is gray.
Brian is gray.
Julius is gray.
Question: What color is Lily? Only return the answer.
",What color is Lily?,basic-induction,"The category of the question represents what is being asked in that question. The category of the question asked is: basic-induction.
","['Bernhard is a frog.', 'Bernhard is gray.', 'Lily is a frog.']",gray
"['Cats are afraid of mice.', 'Mice are afraid of sheep.', 'Sheep are afraid of wolves.', 'Emily is a cat.', 'Wolves are afraid of mice.', 'Jessica is a sheep.', 'Gertrude is a cat.', 'Winona is a wolf.']","Answer the question based on the context:
Cats are afraid of mice.
Mice are afraid of sheep.
Sheep are afraid of wolves.
Emily is a cat.
Wolves are afraid of mice.
Jessica is a sheep.
Gertrude is a cat.
Winona is a wolf.
Question: What is winona afraid of? Only return the answer.
",What is winona afraid of?,basic-deduction,"The category of the question represents what is being asked in that question. The category of the question asked is: basic-deduction.
","['Wolves are afraid of mice.', 'Winona is a wolf.']",mouse
"['John took the milk there.', 'Sandra took the apple there.']","Answer the question based on the context:
John took the milk there.
Sandra took the apple there.
Question: How many objects is John carrying? Only return the answer.
",How many objects is John carrying?,counting,"The category of the question represents what is being asked in that question. The category of the question asked is: counting.
",['John took the milk there.'],one
"['The hallway is east of the office.', 'The bedroom is west of the office.']","Answer the question based on the context:
The hallway is east of the office.
The bedroom is west of the office.
Question: What is east of the office? Only return the answer.
",What is east of the office?,two-arg-relations,"The category of the question represents what is being asked in that question. The category of the question asked is: two-arg-relations.
",['The hallway is east of the office.'],hallway
"['This morning Bill journeyed to the bedroom.', 'Yesterday Julie journeyed to the kitchen.', 'Yesterday Bill journeyed to the school.', 'Fred went back to the school yesterday.']","Answer the question based on the context:
This morning Bill journeyed to the bedroom.
Yesterday Julie journeyed to the kitchen.
Yesterday Bill journeyed to the school.
Fred went back to the school yesterday.
Question: Where was Bill before the bedroom? Only return the answer.
",Where was Bill before the bedroom?,time-reasoning,"The category of the question represents what is being asked in that question. The category of the question asked is: time-reasoning.
","['This morning Bill journeyed to the bedroom.', 'Yesterday Bill journeyed to the school.']",school
"['The suitcase is bigger than the chocolate.', 'The container fits inside the suitcase.', 'The chocolate fits inside the chest.', 'The box fits inside the chest.', 'The container is bigger than the chocolate.']","Answer the question based on the context:
The suitcase is bigger than the chocolate.
The container fits inside the suitcase.
The chocolate fits inside the chest.
The box fits inside the chest.
The container is bigger than the chocolate.
Question: Does the chocolate fit in the suitcase? Only return the answer.
",Does the chocolate fit in the suitcase?,size-reasoning,"The category of the question represents what is being asked in that question. The category of the question asked is: size-reasoning.
","['The container fits inside the suitcase.', 'The container is bigger than the chocolate.']",yes
"['Mice are afraid of cats.', 'Gertrude is a mouse.', 'Cats are afraid of mice.', 'Sheep are afraid of mice.', 'Wolves are afraid of mice.', 'Jessica is a sheep.', 'Emily is a mouse.', 'Winona is a mouse.']","Answer the question based on the context:
Mice are afraid of cats.
Gertrude is a mouse.
Cats are afraid of mice.
Sheep are afraid of mice.
Wolves are afraid of mice.
Jessica is a sheep.
Emily is a mouse.
Winona is a mouse.
Question: What is jessica afraid of? Only return the answer.
",What is jessica afraid of?,basic-deduction,"The category of the question represents what is being asked in that question. The category of the question asked is: basic-deduction.
","['Sheep are afraid of mice.', 'Jessica is a sheep.']",mouse
"['The hallway is north of the kitchen.', 'The office is south of the kitchen.']","Answer the question based on the context:
The hallway is north of the kitchen.
The office is south of the kitchen.
Question: What is south of the kitchen? Only return the answer.
",What is south of the kitchen?,two-arg-relations,"The category of the question represents what is being asked in that question. The category of the question asked is: two-arg-relations.
",['The office is south of the kitchen.'],office
"['The chocolate fits inside the box of chocolates.', 'The container fits inside the box.', 'The chocolate fits inside the chest.', 'The suitcase is bigger than the chocolate.', 'The box fits inside the chest.']","Answer the question based on the context:
The chocolate fits inside the box of chocolates.
The container fits inside the box.
The chocolate fits inside the chest.
The suitcase is bigger than the chocolate.
The box fits inside the chest.
Question: Is the chest bigger than the container? Only return the answer.
",Is the chest bigger than the container?,size-reasoning,"The category of the question represents what is being asked in that question. The category of the question asked is: size-reasoning.
","['The container fits inside the box.', 'The box fits inside the chest.']",yes
"['The garden is west of the bathroom.', 'The bedroom is west of the garden.']","Answer the question based on the context:
The garden is west of the bathroom.
The bedroom is west of the garden.
Question: What is west of the garden? Only return the answer.
",What is west of the garden?,two-arg-relations,"The category of the question represents what is being asked in that question. The category of the question asked is: two-arg-relations.
",['The bedroom is west of the garden.'],bedroom
"['The bedroom is east of the bathroom.', 'The bathroom is east of the office.']","Answer the question based on the context:
The bedroom is east of the bathroom.
The bathroom is east of the office.
Question: What is east of the bathroom? Only return the answer.
",What is east of the bathroom?,two-arg-relations,"The category of the question represents what is being asked in that question. The category of the question asked is: two-arg-relations.
",['The bedroom is east of the bathroom.'],bedroom
"['The kitchen is south of the bathroom.', 'The bathroom is south of the hallway.']","Answer the question based on the context:
The kitchen is south of the bathroom.
The bathroom is south of the hallway.
Question: What is south of the hallway? Only return the answer.
",What is south of the hallway?,two-arg-relations,"The category of the question represents what is being asked in that question. The category of the question asked is: two-arg-relations.
",['The bathroom is south of the hallway.'],bathroom
"['Bernhard is a rhino.', 'Brian is a frog.', 'Julius is a frog.', 'Brian is green.', 'Greg is a frog.', 'Julius is green.', 'Lily is a frog.', 'Bernhard is yellow.', 'Greg is yellow.']","Answer the question based on the context:
Bernhard is a rhino.
Brian is a frog.
Julius is a frog.
Brian is green.
Greg is a frog.
Julius is green.
Lily is a frog.
Bernhard is yellow.
Greg is yellow.
Question: What color is Lily? Only return the answer.
",What color is Lily?,basic-induction,"The category of the question represents what is being asked in that question. The category of the question asked is: basic-induction.
","['Greg is a frog.', 'Lily is a frog.', 'Greg is yellow.']",yellow
"['The garden is east of the kitchen.', 'The office is east of the garden.']","Answer the question based on the context:
The garden is east of the kitchen.
The office is east of the garden.
Question: What is east of the kitchen? Only return the answer.
",What is east of the kitchen?,two-arg-relations,"The category of the question represents what is being asked in that question. The category of the question asked is: two-arg-relations.
",['The garden is east of the kitchen.'],garden
"['Cats are afraid of wolves.', 'Wolves are afraid of sheep.', 'Mice are afraid of sheep.', 'Sheep are afraid of cats.', 'Emily is a mouse.', 'Jessica is a wolf.', 'Gertrude is a sheep.', 'Winona is a cat.']","Answer the question based on the context:
Cats are afraid of wolves.
Wolves are afraid of sheep.
Mice are afraid of sheep.
Sheep are afraid of cats.
Emily is a mouse.
Jessica is a wolf.
Gertrude is a sheep.
Winona is a cat.
Question: What is jessica afraid of? Only return the answer.
",What is jessica afraid of?,basic-deduction,"The category of the question represents what is being asked in that question. The category of the question asked is: basic-deduction.
","['Wolves are afraid of sheep.', 'Jessica is a wolf.']",sheep
"['Yesterday Julie went back to the park.', 'Julie went to the bedroom this morning.', 'Bill journeyed to the cinema yesterday.', 'This morning Bill went back to the park.']","Answer the question based on the context:
Yesterday Julie went back to the park.
Julie went to the bedroom this morning.
Bill journeyed to the cinema yesterday.
This morning Bill went back to the park.
Question: Where was Bill before the park? Only return the answer.
",Where was Bill before the park?,time-reasoning,"The category of the question represents what is being asked in that question. The category of the question asked is: time-reasoning.
","['Bill journeyed to the cinema yesterday.', 'This morning Bill went back to the park.']",cinema
"['John grabbed the football there.', 'John moved to the garden.']","Answer the question based on the context:
John grabbed the football there.
John moved to the garden.
Question: Where is the football? Only return the answer.
",Where is the football?,two-supporting-facts,"The category of the question represents what is being asked in that question. The category of the question asked is: two-supporting-facts.
","['John grabbed the football there.', 'John moved to the garden.']",garden
"['Sandra grabbed the milk there.', 'Sandra moved to the garden.']","Answer the question based on the context:
Sandra grabbed the milk there.
Sandra moved to the garden.
Question: Where is the milk? Only return the answer.
",Where is the milk?,two-supporting-facts,"The category of the question represents what is being asked in that question. The category of the question asked is: two-supporting-facts.
","['Sandra grabbed the milk there.', 'Sandra moved to the garden.']",garden
"['John journeyed to the bathroom.', 'Sandra moved to the bathroom.', 'Sandra moved to the kitchen.', 'Mary journeyed to the kitchen.', 'Mary travelled to the garden.', 'Mary moved to the bedroom.', 'John went to the bedroom.', 'Daniel moved to the kitchen.', 'John travelled to the bathroom.', 'John travelled to the bedroom.', 'Mary travelled to the hallway.', 'Daniel went to the garden.', 'Daniel got the apple there.', 'Mary travelled to the office.']","Answer the question based on the context:
John journeyed to the bathroom.
Sandra moved to the bathroom.
Sandra moved to the kitchen.
Mary journeyed to the kitchen.
Mary travelled to the garden.
Mary moved to the bedroom.
John went to the bedroom.
Daniel moved to the kitchen.
John travelled to the bathroom.
John travelled to the bedroom.
Mary travelled to the hallway.
Daniel went to the garden.
Daniel got the apple there.
Mary travelled to the office.
Question: How many objects is Daniel carrying? Only return the answer.
",How many objects is Daniel carrying?,counting,"The category of the question represents what is being asked in that question. The category of the question asked is: counting.
",['Daniel got the apple there.'],one
"['The office is east of the bedroom.', 'The bathroom is east of the office.']","Answer the question based on the context:
The office is east of the bedroom.
The bathroom is east of the office.
Question: What is east of the bedroom? Only return the answer.
",What is east of the bedroom?,two-arg-relations,"The category of the question represents what is being asked in that question. The category of the question asked is: two-arg-relations.
",['The office is east of the bedroom.'],office
"['John went to the kitchen.', 'Daniel moved to the kitchen.', 'Mary got the milk there.', 'Sandra journeyed to the kitchen.']","Answer the question based on the context:
John went to the kitchen.
Daniel moved to the kitchen.
Mary got the milk there.
Sandra journeyed to the kitchen.
Question: What is Mary carrying? Only return the answer.
",What is Mary carrying?,lists-sets,"The category of the question represents what is being asked in that question. The category of the question asked is: lists-sets.
",['Mary got the milk there.'],milk
"['Brian is a rhino.', 'Julius is a rhino.', 'Greg is a frog.', 'Bernhard is a swan.', 'Lily is a lion.', 'Greg is yellow.', 'Bernhard is white.', 'Brian is green.', 'Lily is green.']","Answer the question based on the context:
Brian is a rhino.
Julius is a rhino.
Greg is a frog.
Bernhard is a swan.
Lily is a lion.
Greg is yellow.
Bernhard is white.
Brian is green.
Lily is green.
Question: What color is Julius? Only return the answer.
",What color is Julius?,basic-induction,"The category of the question represents what is being asked in that question. The category of the question asked is: basic-induction.
","['Brian is a rhino.', 'Julius is a rhino.', 'Brian is green.']",green
"['The garden is east of the kitchen.', 'The hallway is west of the kitchen.']","Answer the question based on the context:
The garden is east of the kitchen.
The hallway is west of the kitchen.
Question: What is the kitchen east of? Only return the answer.
",What is the kitchen east of?,two-arg-relations,"The category of the question represents what is being asked in that question. The category of the question asked is: two-arg-relations.
",['The hallway is west of the kitchen.'],hallway
"['Mary grabbed the milk there.', 'Daniel went to the hallway.', 'Mary discarded the milk.', 'John went to the kitchen.', 'Mary went back to the office.', 'Daniel moved to the bedroom.', 'John journeyed to the garden.', 'Sandra travelled to the kitchen.', 'John journeyed to the bedroom.', 'Mary travelled to the kitchen.', 'Mary travelled to the office.', 'Mary journeyed to the kitchen.', 'Sandra travelled to the bathroom.', 'John picked up the football there.', 'Sandra took the apple there.', 'Sandra grabbed the milk there.', 'Sandra moved to the hallway.', 'Sandra went back to the bathroom.']","Answer the question based on the context:
Mary grabbed the milk there.
Daniel went to the hallway.
Mary discarded the milk.
John went to the kitchen.
Mary went back to the office.
Daniel moved to the bedroom.
John journeyed to the garden.
Sandra travelled to the kitchen.
John journeyed to the bedroom.
Mary travelled to the kitchen.
Mary travelled to the office.
Mary journeyed to the kitchen.
Sandra travelled to the bathroom.
John picked up the football there.
Sandra took the apple there.
Sandra grabbed the milk there.
Sandra moved to the hallway.
Sandra went back to the bathroom.
Question: Where is the milk? Only return the answer.
",Where is the milk?,two-supporting-facts,"The category of the question represents what is being asked in that question. The category of the question asked is: two-supporting-facts.
","['Sandra grabbed the milk there.', 'Sandra went back to the bathroom.']",bathroom
"['Lily is a frog.', 'Lily is green.', 'Bernhard is a swan.', 'Greg is a lion.', 'Greg is gray.', 'Brian is a frog.', 'Julius is a lion.', 'Brian is gray.', 'Bernhard is yellow.']","Answer the question based on the context:
Lily is a frog.
Lily is green.
Bernhard is a swan.
Greg is a lion.
Greg is gray.
Brian is a frog.
Julius is a lion.
Brian is gray.
Bernhard is yellow.
Question: What color is Julius? Only return the answer.
",What color is Julius?,basic-induction,"The category of the question represents what is being asked in that question. The category of the question asked is: basic-induction.
","['Greg is a lion.', 'Greg is gray.', 'Julius is a lion.']",gray
"['Julie went back to the office this morning.', 'Fred travelled to the cinema this morning.', 'Yesterday Julie travelled to the bedroom.', 'Fred went back to the kitchen yesterday.', 'Yesterday Bill went to the park.', 'Mary moved to the kitchen yesterday.']","Answer the question based on the context:
Julie went back to the office this morning.
Fred travelled to the cinema this morning.
Yesterday Julie travelled to the bedroom.
Fred went back to the kitchen yesterday.
Yesterday Bill went to the park.
Mary moved to the kitchen yesterday.
Question: Where was Julie before the office? Only return the answer.
",Where was Julie before the office?,time-reasoning,"The category of the question represents what is being asked in that question. The category of the question asked is: time-reasoning.
","['Julie went back to the office this morning.', 'Yesterday Julie travelled to the bedroom.']",bedroom
"['Greg is a rhino.', 'Bernhard is a swan.', 'Bernhard is yellow.', 'Greg is white.', 'Brian is a swan.', 'Brian is yellow.', 'Lily is a frog.', 'Julius is a rhino.', 'Lily is green.']","Answer the question based on the context:
Greg is a rhino.
Bernhard is a swan.
Bernhard is yellow.
Greg is white.
Brian is a swan.
Brian is yellow.
Lily is a frog.
Julius is a rhino.
Lily is green.
Question: What color is Julius? Only return the answer.
",What color is Julius?,basic-induction,"The category of the question represents what is being asked in that question. The category of the question asked is: basic-induction.
","['Greg is a rhino.', 'Greg is white.', 'Julius is a rhino.']",white
"['Greg is a lion.', 'Bernhard is a lion.', 'Brian is a frog.', 'Greg is gray.', 'Julius is a frog.', 'Lily is a rhino.', 'Brian is green.', 'Lily is white.', 'Julius is green.']","Answer the question based on the context:
Greg is a lion.
Bernhard is a lion.
Brian is a frog.
Greg is gray.
Julius is a frog.
Lily is a rhino.
Brian is green.
Lily is white.
Julius is green.
Question: What color is Bernhard? Only return the answer.
",What color is Bernhard?,basic-induction,"The category of the question represents what is being asked in that question. The category of the question asked is: basic-induction.
","['Greg is a lion.', 'Bernhard is a lion.', 'Greg is gray.']",gray
"['The hallway is north of the bathroom.', 'The bedroom is south of the bathroom.']","Answer the question based on the context:
The hallway is north of the bathroom.
The bedroom is south of the bathroom.
Question: What is the bathroom south of? Only return the answer.
",What is the bathroom south of?,two-arg-relations,"The category of the question represents what is being asked in that question. The category of the question asked is: two-arg-relations.
",['The hallway is north of the bathroom.'],hallway
"['Julius is a swan.', 'Brian is a rhino.', 'Brian is gray.', 'Lily is a frog.', 'Lily is white.', 'Bernhard is a lion.', 'Bernhard is green.', 'Julius is gray.', 'Greg is a rhino.']","Answer the question based on the context:
Julius is a swan.
Brian is a rhino.
Brian is gray.
Lily is a frog.
Lily is white.
Bernhard is a lion.
Bernhard is green.
Julius is gray.
Greg is a rhino.
Question: What color is Greg? Only return the answer.
",What color is Greg?,basic-induction,"The category of the question represents what is being asked in that question. The category of the question asked is: basic-induction.
","['Brian is a rhino.', 'Brian is gray.', 'Greg is a rhino.']",gray
"['Julius is a lion.', 'Julius is gray.', 'Bernhard is a swan.', 'Lily is a rhino.', 'Greg is a rhino.', 'Brian is a swan.', 'Greg is green.', 'Lily is green.', 'Bernhard is gray.']","Answer the question based on the context:
Julius is a lion.
Julius is gray.
Bernhard is a swan.
Lily is a rhino.
Greg is a rhino.
Brian is a swan.
Greg is green.
Lily is green.
Bernhard is gray.
Question: What color is Brian? Only return the answer.
",What color is Brian?,basic-induction,"The category of the question represents what is being asked in that question. The category of the question asked is: basic-induction.
","['Bernhard is a swan.', 'Brian is a swan.', 'Bernhard is gray.']",gray
"['John and Daniel moved to the hallway.', 'Mary and Sandra travelled to the hallway.']","Answer the question based on the context:
John and Daniel moved to the hallway.
Mary and Sandra travelled to the hallway.
Question: Where is Daniel? Only return the answer.
",Where is Daniel?,conjunction,"The category of the question represents what is being asked in that question. The category of the question asked is: conjunction.
",['John and Daniel moved to the hallway.'],hallway
"['Greg is a frog.', 'Greg is green.', 'Bernhard is a swan.', 'Bernhard is green.', 'Lily is a swan.', 'Brian is a lion.', 'Lily is yellow.', 'Julius is a lion.', 'Brian is yellow.']","Answer the question based on the context:
Greg is a frog.
Greg is green.
Bernhard is a swan.
Bernhard is green.
Lily is a swan.
Brian is a lion.
Lily is yellow.
Julius is a lion.
Brian is yellow.
Question: What color is Julius? Only return the answer.
",What color is Julius?,basic-induction,"The category of the question represents what is being asked in that question. The category of the question asked is: basic-induction.
","['Brian is a lion.', 'Julius is a lion.', 'Brian is yellow.']",yellow
"['The yellow square is below the pink rectangle.', 'The yellow square is above the blue square.']","Answer the question based on the context:
The yellow square is below the pink rectangle.
The yellow square is above the blue square.
Question: Is the pink rectangle below the blue square? Only return the answer.
",Is the pink rectangle below the blue square?,positional-reasoning,"The category of the question represents what is being asked in that question. The category of the question asked is: positional-reasoning.
","['The yellow square is below the pink rectangle.', 'The yellow square is above the blue square.']",no
"['Wolves are afraid of sheep.', 'Cats are afraid of sheep.', 'Jessica is a cat.', 'Emily is a cat.', 'Mice are afraid of wolves.', 'Sheep are afraid of mice.', 'Gertrude is a mouse.', 'Winona is a wolf.']","Answer the question based on the context:
Wolves are afraid of sheep.
Cats are afraid of sheep.
Jessica is a cat.
Emily is a cat.
Mice are afraid of wolves.
Sheep are afraid of mice.
Gertrude is a mouse.
Winona is a wolf.
Question: What is winona afraid of? Only return the answer.
",What is winona afraid of?,basic-deduction,"The category of the question represents what is being asked in that question. The category of the question asked is: basic-deduction.
","['Wolves are afraid of sheep.', 'Winona is a wolf.']",sheep
"['Lily is a rhino.', 'Brian is a lion.', 'Julius is a rhino.', 'Bernhard is a swan.', 'Bernhard is white.', 'Lily is gray.', 'Brian is gray.', 'Julius is gray.', 'Greg is a swan.']","Answer the question based on the context:
Lily is a rhino.
Brian is a lion.
Julius is a rhino.
Bernhard is a swan.
Bernhard is white.
Lily is gray.
Brian is gray.
Julius is gray.
Greg is a swan.
Question: What color is Greg? Only return the answer.
",What color is Greg?,basic-induction,"The category of the question represents what is being asked in that question. The category of the question asked is: basic-induction.
","['Bernhard is a swan.', 'Bernhard is white.', 'Greg is a swan.']",white
"['The kitchen is north of the garden.', 'The garden is north of the hallway.']","Answer the question based on the context:
The kitchen is north of the garden.
The garden is north of the hallway.
Question: What is north of the garden? Only return the answer.
",What is north of the garden?,two-arg-relations,"The category of the question represents what is being asked in that question. The category of the question asked is: two-arg-relations.
",['The kitchen is north of the garden.'],kitchen
"['Mice are afraid of wolves.', 'Gertrude is a mouse.', 'Sheep are afraid of wolves.', 'Winona is a mouse.', 'Jessica is a sheep.', 'Wolves are afraid of cats.', 'Cats are afraid of sheep.', 'Emily is a mouse.']","Answer the question based on the context:
Mice are afraid of wolves.
Gertrude is a mouse.
Sheep are afraid of wolves.
Winona is a mouse.
Jessica is a sheep.
Wolves are afraid of cats.
Cats are afraid of sheep.
Emily is a mouse.
Question: What is gertrude afraid of? Only return the answer.
",What is gertrude afraid of?,basic-deduction,"The category of the question represents what is being asked in that question. The category of the question asked is: basic-deduction.
","['Mice are afraid of wolves.', 'Gertrude is a mouse.']",wolf
